MECID,CommitteeName,Comm_Type,Comm_Status,Candidate FName,Candidate MName,Candidate LName,ElectionDate,Office Sought
C180622,Missouri United,Political Action,Active,,,,,
C180623,Limited Government PAC,Political Action,Active,,,,,
C180624,CWA-COPE Political Contributions Federal Committee,Political Action,Active,,,,,
C180625,HR Green Missouri PAC,Political Action,Active,,,,,
C180626,United Association Political Education Missouri Committee - Federal Committee,Political Action,Active,,,,,
C180627,Missouri Voter Project Federal Committee,Political Action,Active,,,,,
C180628,Committee To Re Elect Sandy Martinez,Candidate,Terminated,Sandy,,Martinez,11/6/2018,Circuit Judge
C180629,Citizens To Elect Steve Korsmeyer,Candidate,Active,Steve,,Korsmeyer,11/6/2018,County Clerk
C180630,Owens For Springfield MO,Candidate,Terminated,Jaye,B,Owens,4/2/2019,Council Person
C180631,Committee To Elect Sharon L Pace,Candidate,Terminated,Sharon,L,Pace,6/2/2020,Alderperson
C180632,Citizens To Elect John White,Candidate,Terminated,John,,White,11/6/2018,County Legislature
C180633,PG PAC,Political Action,Active,,,,,
C180634,IBEW Local No. 412 COPE,Political Action,Active,,,,,
C180635,Elect Dan Darian,Candidate,Terminated,Daniel,C,Darian,11/6/2018,County Council
C180636,Missouri Rural Action PAC,Political Action,Active,,,,,
C180637,Citizens For Monetti For Governor,Exploratory,Terminated,Tony,,Monetti,8/4/2020,Governor
C180638,Committee To Elect Jennifer Hays,Candidate,Terminated,Jennifer,L,Hays,11/6/2018,County Clerk
C180639,HYATT 4 ASSESSOR,Candidate,Terminated,Dan,,Hyatt,11/6/2018,Assessor
C180640,Black PAC - MO Federal Committee,Political Action,Terminated,,,,,
C180641E,Constance Garcia,Exemption,Terminated,Constance,,Garcia,11/6/2018,State Representative
C180642,International Union of Painters & Allied Trades PAT Federal PAC,Political Action,Active,,,,,
C180643,Committee To Elect Shawn Finklein,Candidate,Active,Shawn,A,Finklein,11/6/2018,State Representative
C180644,Miller County MO Democratic Committee,Political Party,Active,,,,,
C180645,Citizens To Elect Christina Buie,Candidate,Terminated,Christina,S,Buie,11/6/2018,County Clerk
C180646,Friends Of Struebig,Candidate,Terminated,Bryan,,Struebig,8/4/2020,State Representative
C180647,Idleburg 4 Moving Forward 26th,Candidate,Active,Justin ,,Idleburg ,3/5/2019,Alderperson
C180648,BNSF Railway Company RAILPAC Missouri - Federal Committee,Political Action,Active,,,,,
C180649,6th Democratic Senate District Committee,Political Party,Active,Nicole ,,Thompson,,
C180650,Ford Motor Company Civic Action Fund - MO,Political Action,Active,,,,,
C180651E,Perry D Willmore,Exemption,Terminated,Perry,D,Willmore,11/6/2018,State Representative
C180652,Madison County Republican Central Committee,Political Party,Active,,,,,
C180653,The Madison PAC,Political Action,Active,,,,,
C180654,Recall Tom Van Camp,Political Action,Terminated,Tom,,Van Camp,,
C180655,Stein For Auditor,Candidate,Terminated,Cindy,S,Stein,11/6/2018,Auditor
C180656,Citizens For SAFE Medicine,Campaign,Terminated,,,,,
C180658,Citizens for A Better Parkville,Political Action,Active,,,,,
C180659,Fred Bunch For Associate Circuit Judge,Candidate,Terminated,Fred,R,Bunch,11/6/2018,Associate Circuit Judge
C180660,Citizens For Adela Falk,Exploratory,Terminated,Adela,,Falk,8/4/2020,State Representative
C180661,Michelle (Missy) Hunter Jaeger,Candidate,Terminated,Michelle,Hunter,Jaeger,11/6/2018,County Clerk
C180662,Jackie Townes McGee For State Rep,Debt Service,Terminated,Jackie,Townes,McGee,11/6/2018,State Representative
C180663,St James - Stone Hill Missouri Wines PAC,Political Action,Active,,,,,
C180664,Bank Of America Missouri Political Action Committee,Political Action,Active,,,,,
C180665,21st CENTURY EDUCATION MOPAC,Political Action,Active,,,,,
C180666,IST MO Labor Nominee PAC Number One,Political Action,Active,,,,,
C180668E,Christina Smith,Exemption,Terminated,Christina,,Smith,11/6/2018,State Senator
C180671,Chester Victory Committee,Candidate,Terminated,Mik,,Chester,4/5/2022,Council Person
C180672,Amendment2IsABigLie.Com,Political Action,Terminated,,,,,
C180673E,Jerry Sparks,Exemption,Terminated,Jerry,,Sparks,11/6/2018,State Representative
C180674,The Committee To Elect Nathan Kline,Candidate,Terminated,Nathan,,Kline,11/6/2018,County Legislature
C180675,Great Outdoors PAC,Campaign,Terminated,,,,,
C180676,SE Missouri Building Trades Council,Political Action,Active,,,,,
C180677,Rachel Riley For 3rd In-District,Candidate,Terminated,Rachel,,Riley,4/2/2019,Council Person
C180678,Families For Kimberly-Ann Collins,Candidate,Active,Kimberly,Ann,Collins,8/4/2020,State Representative
C180678,Families For Kimberly-Ann Collins,Candidate,Active,Kimberly,Ann,Collins,11/3/2020,State Representative
C180679E,Arnie C AC Dienoff,Exemption,Terminated,Arnie,C,Dienoff,11/6/2018,State Auditor
C180680,Friends Of Chris Kelly,Candidate,Terminated,Chris,,Kelly,4/2/2019,Mayor
C180681,Election Committee For James O'Brien,Candidate,Terminated,James,G,O'Brien,11/6/2018,County Clerk
C180682,STOPP Committee (Stop Taxing Our Personal Property),Campaign,Active,,,,,
C180683,C Sharp Redmon For 6th Ward,Candidate,Terminated,Cedric,L,Redmon,3/5/2019,Alderperson
C180684,American Dream PAC,Political Action,Active,,,,,
C180685,Friends For Paul Ward,Candidate,Terminated,Paul,W,Ward,11/6/2018,County Council
C180686,Van Kelly For Missouri,Candidate,Active,Van,,Kelly,8/4/2020,State Senator
C180687,Elect Heather Silverman,Candidate,Active,Heather,P,Silverman,8/4/2020,Statewide Office
C180688,Freedom's Promise PAC,Political Action,Active,,,,,
C180689,Bradford For KC 2020,Candidate,Active,Bryce,C,Bradford,8/4/2020,State Representative
C180690,Ian Thomas For 4th Ward,Candidate,Terminated,Ian,,Thomas ,4/2/2019,Council Person
C180691,Friends Of Fred Kratky,Candidate,Active,Fred,,Kratky,8/2/2022,State Representative
C180692,Tonya Finley-McCaw For 22nd Ward Alderwoman,Candidate,Terminated,Tonya,,Finley-McCaw,3/5/2019,Alderperson
C180693,Unite. Inspire. Lead,Political Action,Active,,,,,
C180694,Elad Gross For Missouri,Candidate,Active,Elad,,Gross,8/4/2020,Attorney General
C180695,The American Statesman SuperPAC,Political Action,Active,,,,,
C180696,Kiehne For Missouri,Candidate,Active,John,,Kiehne,8/4/2020,State Representative
C180696,Kiehne For Missouri,Candidate,Active,John,,Kiehne,11/3/2020,State Representative
C180697,Team Robert PAC,Political Action,Terminated,,,,,
C180698,Manzo For Missouri,Candidate,Terminated,Dale,A,Manzo,8/4/2020,Secretary of State
C180699,Committee To Elect Matthew Simpson,Candidate,Active,Matthew,,Simpson,4/2/2019,Council Person
C180700,Fair Missouri,Campaign,Active,,,,,
C180701,Show Me Leadership PAC,Political Action,Active,Scott,,Sifton,,
C180702,Jeffery Hill For St Louis,Candidate,Active,Jeffery,,Hill,3/5/2019,Alderperson
C180703,Westfall For City Council,Candidate,Terminated,Robert,C,Westfall,4/2/2019,Council Person
C180703,Westfall For City Council,Candidate,Terminated,Robert,C,Westfall,6/18/2019,Council Person
C180704,Citizens To Elect Cora Hanf,Candidate,Terminated,Cora,,Hanf,8/4/2020,State Representative
C180705,Citizens To Elect Will Akin For Sheriff,Candidate,Active,William,K,Akin,8/4/2020,Sheriff
C180705,Citizens To Elect Will Akin For Sheriff,Candidate,Active,William,K,Akin,11/3/2020,Sheriff
C180706,Kansas City Southern Employees PAC (Federal Committee),Political Action,Active,,,,,
C180707,Friends Of Jesse Todd,Candidate,Active,Jesse ,,Todd,3/5/2019,Alderperson
C180707,Friends Of Jesse Todd,Candidate,Active,Jesse ,,Todd,4/2/2019,Alderperson
C180708,Committee To Elect Lorie Cavin,Candidate,Terminated,Loraine ,M,Cavin,3/5/2019,Alderperson
C180709,Friends Of Henry Gray,Candidate,Terminated,Henry,,Gray,3/5/2019,Alderperson
C180710,Missourians for Abe McGull,Candidate,Active,Abe,,McGull,4/2/2019,Council Person
C180710,Missourians for Abe McGull,Candidate,Active,Abe,,McGull,4/4/2023,Council Person
C180711,Pro-Life Pioneer PAC,Political Action,Active,,,,,
C180713,Citizens For Raymond Lampert,Candidate,Active,Raymond,,Lampert,8/4/2020,State Representative
C180713,Citizens For Raymond Lampert,Candidate,Active,Raymond,,Lampert,11/3/2020,State Representative
C180714,Andrew Lear For City Council,Candidate,Active,Andrew,V,Lear,4/2/2019,Council Person
C180715,Friends of Hillary Shields,Candidate,Active,Hillary,,Shields,6/2/2020,Council Person
C180716,Friends Of Derrick Neuner,Candidate,Terminated,Derrick,,Neuner,3/5/2019,Alderperson
C180717,Webb For House Rep,Candidate,Active,Helena,T,Webb,8/4/2020,State Representative
C180717,Webb For House Rep,Candidate,Active,Helena,T,Webb,11/3/2020,State Representative
C180718,Friends Of Adrian Plank,Candidate,Active,Adrian,S,Plank,8/4/2020,State Representative
C180718,Friends Of Adrian Plank,Candidate,Active,Adrian,S,Plank,11/3/2020,State Representative
C180719,UFCW Local 88 PAC Fund,Political Action,Active,,,,,
C180720,Rucker For Missouri,Candidate,Active,Martin,T,Rucker I I,8/2/2022,State Senator
C180721,Leata Price Land Campaign,Candidate,Terminated,Leata,,Price-Land,3/5/2019,Alderperson
C180722,Hagewood For Missouri,Candidate,Active,Travis,J,Hagewood,4/2/2019,Council Person
C180723,Skala For Council,Candidate,Terminated,Karl,,Skala,4/2/2019,Council Person
C180724,Northland Regional Political Action Committee,Political Action,Active,,,,,
C180725,Friends Of Adam Jenning,Candidate,Terminated,Adam,L,Jenning,8/4/2020,State Representative
C180726,Gunlock For Missouri,Candidate,Terminated,Tyler,L,Gunlock,8/4/2020,State Representative
C180728,Friends of SPS,Political Action,Active,,,,,
C180729,Committee To Elect Wallace Hartsfield II,Candidate,Terminated,Wallace,,Hartsfield II,4/2/2019,Council Person
C180729,Committee To Elect Wallace Hartsfield II,Candidate,Terminated,Wallace,,Hartsfield II,6/18/2019,Council Person
C180730,Sunni Hutton For Ward 20,Candidate,Terminated,Satia,R,Hutton,3/5/2019,Alderperson
C180731,FHSD Strong,Political Action,Active,,,,,
C180732,Prospects For Missouri,Political Action,Terminated,,,,,
C180733,KaranPujji.com,Candidate,Active,Karan,,Pujji,8/4/2020,State Representative
C180733,KaranPujji.com,Candidate,Active,Karan,,Pujji,11/3/2020,State Representative
C180734,24WPD,Political Action,Active,,,,,
C180735,Friends Of Erica Hoffman,Candidate,Active,Erica,,Hoffman,8/4/2020,State Representative
C180735,Friends Of Erica Hoffman,Candidate,Active,Erica,,Hoffman,11/3/2020,State Representative
C180736,Great Outdoors PAC,Political Action,Active,,,,,
C180737,Hickey For St Louis,Candidate,Terminated,Pat,,Hickey,3/5/2019,Alderperson
C180738,Friends Of Cassandra L DeClue,Candidate,Active,Cassandra,L,DeClue,3/5/2019,Alderperson
C180739,SteveWest4Missouri,Candidate,Active,John,Stephen,West,8/4/2020,State Representative
C180739,SteveWest4Missouri,Candidate,Active,John,Stephen,West,11/3/2020,State Representative
C180740,Committee To Elect Mary Hill,Candidate,Terminated,Mary,,Hill,8/4/2020,State Representative
C180741,We Bellieve PAC,Political Action,Active,,,,,
C180742,Committee To Elect Holman,Exploratory,Active,Randy,B,Holman,8/4/2020,County Council
C180743,Missouri A/C and Mechanical Contractors,Political Action,Active,,,,,
C180744,Go West For Missouri,Candidate,Active,Richard,W,West ,8/4/2020,State Representative
C180744,Go West For Missouri,Candidate,Active,Richard,W,West ,11/3/2020,State Representative
C180745,Committee To Elect Sandy Van Wagner,Candidate,Terminated,Sandra,L,Van Wagner,8/4/2020,State Representative
C180746,8th Senatorial District Democratic Committee,Political Party,Active,,,,,
C190747,Friends Of Bret Narayan,Candidate,Active,Bret,,Narayan,3/5/2019,Alderperson
C190747,Friends Of Bret Narayan,Candidate,Active,Bret,,Narayan,4/2/2019,Alderperson
C190748,Snelson For Springfield,Candidate,Terminated,Noah,,Snelson,4/2/2019,Council Person
C190749,Simmons For House,Candidate,Terminated,Connie,S,Simmons,8/4/2020,State Representative
C190751,Vincent C Lee For Mayor 2019,Candidate,Active,Vincent,C,Lee,4/2/2019,Mayor
C190752,Committee To Elect Leroy Carter,Candidate,Terminated,Leroy,,Carter,3/5/2019,Alderperson
C190753,Elect Kevin FitzGerald,Candidate,Terminated,Kevin ,,FitzGerald,8/4/2020,State Representative
C190754,Bill Hardwick for Missouri,Candidate,Active,Bill,,Hardwick,8/4/2020,State Representative
C190754,Bill Hardwick for Missouri,Candidate,Active,Bill,,Hardwick,11/3/2020,State Representative
C190755,Citizens To Elect Bryan Dial,Candidate,Terminated,Bryan,,Dial,4/2/2019,Council Person
C190756,Munzinger For Missouri 136,Candidate,Active,Jeff,,Munzinger,8/4/2020,State Representative
C190756,Munzinger For Missouri 136,Candidate,Active,Jeff,,Munzinger,11/3/2020,State Representative
C190757,Cindy Slimp For The People,Candidate,Active,Cindy,,Slimp,8/4/2020,State Representative
C190757,Cindy Slimp For The People,Candidate,Active,Cindy,,Slimp,11/3/2020,State Representative
C190758,Coleman For Equity,Candidate,Terminated,Emmett,L,Coleman,3/5/2019,Alderperson
C190760,Friends Of Jake Banton,Candidate,Terminated,Jacob,,Banton,3/5/2019,Alderperson
C190761,Friends Of Kevin Corlew,Candidate,Active,Kevin,,Corlew,8/6/2024,Attorney General
C190762E,Jimmie Matthews,Exemption,Terminated,Jimmie,,Matthews,3/5/2019,Alderperson
C190763,Committee To Elect Tom Bauer,Candidate,Terminated,Tom,,Bauer,3/5/2019,Alderperson
C190764,Committee To Elect Thomas Bradley,Candidate,Terminated,Thomas,,Bradley,3/5/2019,Alderperson
C190765,Blue Heartland MO,Political Action,Active,,,,,
C190766,Citizens To Elect Shameem Clark Hubbard,Candidate,Active,Shameem,Clark ,Hubbard,3/5/2019,Alderperson
C190766,Citizens To Elect Shameem Clark Hubbard,Candidate,Active,Shameem,Clark ,Hubbard,4/2/2019,Alderperson
C190767,Henry Klein 4 Mayor,Candidate,Terminated,Henry,,Klein,4/2/2019,Mayor
C190768,IAFF FIREPAC VIC Missouri,Political Action,Active,,,,,
C190769,Friends For Ryana Parks-Shaw,Candidate,Active,Ryana,,Parks-Shaw,4/2/2019,Council Person
C190769,Friends For Ryana Parks-Shaw,Candidate,Active,Ryana,,Parks-Shaw,6/18/2019,Council Person
C190769,Friends For Ryana Parks-Shaw,Candidate,Active,Ryana,,Parks-Shaw,4/4/2023,Council Person
C190770,Committee To Elect Danny Sample,Candidate,Terminated,Danny,,Sample,3/5/2019,Alderperson
C190771,The Committee To Elect Edward McFowland,Candidate,Terminated,Edward,,McFowland,3/5/2019,Alderperson
C190772,Committee To Elect Darryl Gray 18th Ward,Candidate,Terminated,Darryl,,Gray,3/5/2019,Alderperson
C190773,Debra Carnahan 4 STL,Candidate,Active,Debra,,Carnahan,3/5/2019,Alderperson
C190773,Debra Carnahan 4 STL,Candidate,Active,Debra,,Carnahan,3/7/2023,Alderperson
C190774,Neighbors to Elect Judith Arnold,Candidate,Terminated,Judith,,Arnold,3/5/2019,Alderperson
C190775,Committee To Elect Mitch Sudduth,Candidate,Active,Mitchell ,,Sudduth,4/2/2019,Council Person
C190776,People for Public Schools,Political Action,Active,,,,,
C190777,Unite STL,Political Action,Terminated,,,,,
C190778,KC Forward Progress,Political Action,Active,,,,,
C190779,Friends Of Elmer Otey,Candidate,Terminated,Elmer,M,Otey,3/5/2019,Alderperson
C190780,ConversationsMO,Political Action,Active,,,,,
C190781,Destiny PAC,Political Action,Terminated,,,,,
C190782,Dickinson For KC,Debt Service,Active,James,Erik,Dickinson,4/2/2019,Council Person
C190783,Lee's Summit Democrats,Political Action,Active,,,,,
C190784,Believe in Life and Liberty - BILL PAC,Political Action,Active,,,,,
C190785,Citizens For Steven Basinger,Candidate,Terminated,Steven,,Basinger,4/2/2019,Alderperson
C190786,Citizens For Theresa Schmitt,Candidate,Active,Theresa,E,Schmitt,8/4/2020,State Representative
C190786,Citizens For Theresa Schmitt,Candidate,Active,Theresa,E,Schmitt,11/3/2020,State Representative
C190787,Transparency Matters,Political Action,Active,,,,,
C190788,Michael Hebron - A Voice For All,Candidate,Terminated,Michael,,Hebron,3/5/2019,Alderperson
C190788,Michael Hebron - A Voice For All,Candidate,Terminated,Michael,,Hebron,4/2/2019,Alderperson
C190789,Nowlin For The 134th,Candidate,Active,Derrick,,Nowlin,8/4/2020,State Representative
C190789,Nowlin For The 134th,Candidate,Active,Derrick,,Nowlin,11/3/2020,State Representative
C190790,Committee To Elect Robert Dillard,Candidate,Active,Robert,,Dillard,3/5/2019,Alderperson
C190791,Friends Of Justice,Candidate,Active,Eddy,,Justice,8/4/2020,State Senator
C190792,LGBTQ Victory Fund Federal Committee - Missouri,Political Action,Active,,,,,
C190793,Warren County Democrats,Political Action,Active,,,,,
C190794,STJ Business PAC,Political Action,Active,,,,,
C190795,Committee To Elect Amy Champlin,Candidate,Terminated,Amy,,Champlin,4/2/2019,Council Person
C190796,Committee To Elect Teri Powers 24th Ward Alderman,Candidate,Terminated,Teresa ,D,Powers,3/5/2019,Alderperson
C190797,Committee To Elect Eric Morrison For Missouri,Candidate,Terminated,Eric,,Morrison,8/4/2020,Governor
C190798,Tom Lovell For House Representatives,Candidate,Active,Tom,,Lovell,11/8/2022,State Representative
C190799,Lyda Krewson Leadership PAC (aka Lyda PAC),Political Action,Active,,,,,
C190800,Voters Organized Through Education StL (aka Vote-StL PAC),Political Action,Terminated,,,,,
C190801,Forward Kearney,Political Action,Active,Randy,,Pogue,,
C190802,Ste Genevieve Republican Club,Political Action,Active,,,,,
C190803,Stephan Gordon For City Council,Candidate,Terminated,Stephan,,Gordon,4/2/2019,Council Person
C190804,Justice for All PAC,Political Action,Terminated,,,,,
C190805,Committee To Elect Jonathan Hansell,Candidate,Active,Jonathan,A,Hansell,8/4/2020,State Representative
C190806,Regional Leadership PAC,Political Action,Active,,,,,
C190807,Emily Weber For Missouri,Candidate,Active,Emily,,Weber,8/4/2020,State Representative
C190807,Emily Weber For Missouri,Candidate,Active,Emily,,Weber,11/3/2020,State Representative
C190808,Elect Edward Bell Committee,Candidate,Terminated,Edward,,Bell,4/2/2019,Council Person
C190808,Elect Edward Bell Committee,Candidate,Terminated,Edward,,Bell,6/18/2019,Council Person
C190809,City of Fountains Committee,Political Action,Terminated,,,,,
C190810,Vicke Kepling For MO 135,Candidate,Active,Vicke,,Kepling,8/4/2020,State Representative
C190810,Vicke Kepling For MO 135,Candidate,Active,Vicke,,Kepling,11/3/2020,State Representative
C190811,Citizens For Michael Berg,Candidate,Terminated,Michael,E,Berg,4/2/2019,Alderperson
C190813,"Stop Merger, LLC",Political Action,Active,,,,,
C190814,Committee To Elect Joseph Jackson,Candidate,Terminated,Joseph,C,Jackson,4/2/2019,Council Person
C190815,Kyle Yarber For A Better Missouri,Candidate,Terminated,Kyle,,Yarber,8/4/2020,State Representative
C190816,Williams For KC,Candidate,Terminated,Dwayne,,Williams,4/2/2019,Council Person
C190816,Williams For KC,Candidate,Terminated,Dwayne,,Williams,6/18/2019,Council Person
C190817,Conservative Solutions for Missouri PAC,Political Action,Active,Mary Elizabeth,,Coleman,,
C190819,General Motors Company PAC Missouri - Federal Committee,Political Action,Active,,,,,
C190820,National Health Corporation Missouri Federal Committee,Political Action,Active,,,,,
C190821,McKelvey for Judge,Candidate,Active,Rebeca ,,McKelvey,8/4/2020,Circuit Judge
C190821,McKelvey for Judge,Candidate,Active,Rebeca ,,McKelvey,11/3/2020,Circuit Judge
C190822,Brown's Brigade for State Representative,Candidate,Terminated,Terry,,Brown,8/4/2020,State Representative
C190823,Scott County Democrat Womens Club,Political Action,Active,,,,,
C190824,Holly PAC,Political Action,Active,,,,,
C190825,Healthcare For Missouri,Campaign,Active,,,,,
C190826,"Our Revolution - Saint Joseph, MO",Political Action,Active,,,,,
C190827,Jamison for Missouri,Candidate,Active,Kenneth,,Jamison,8/6/2024,State Representative
C190828,Missouri Coin Operators Association PAC,Political Action,Active,,,,,
C190829,Pfizer Missouri Political Action Committee - Federal Committee,Political Action,Active,,,,,
C190830,Citizens for Heather Dodd,Candidate,Active,Heather,,Dodd,8/4/2020,State Representative
C190831,Elect Chris Heitzman,Candidate,Terminated,Chris,,Heitzman,2/4/2020,Council Person
C190831,Elect Chris Heitzman,Candidate,Terminated,Chris,,Heitzman,6/2/2020,Council Person
C190832,Eric Woods for Missouri,Candidate,Active,Eric ,M,Woods,8/6/2024,State Representative
C190833E,Clay Chastain,Exemption,Terminated,Clay,,Chastain,4/2/2019,Mayor
C190834,Nucor Missouri PAC,Political Action,Active,,,,,
C190835,Friends of David Cole,Candidate,Terminated,David,A,Cole,8/4/2020,State Senator
C190836,Boris Abadzhyan for Missouri,Candidate,Terminated,Boris,,Abadzhyan,8/4/2020,State Representative
C190837,H-PAC,Political Action,Active,,,,,
C190838,Citizens for Doug Ervin,Candidate,Terminated,Doug,,Ervin,8/4/2020,Associate Commissioner
C190839,Friends of Trish Gunby,Candidate,Active,Trish,,Gunby,11/5/2019,State Representative
C190839,Friends of Trish Gunby,Candidate,Active,Trish,,Gunby,8/4/2020,State Representative
C190839,Friends of Trish Gunby,Candidate,Active,Trish,,Gunby,11/3/2020,State Representative
C190840,Friends of Jamilah Nasheed,Candidate,Active,Jamilah,,Nasheed,8/2/2022,Citywide Office
C190841,Crossing Paths,Political Action,Active,,,,,
C190842,Citizens for Owen,Candidate,Active,Bill,,Owen,8/4/2020,State Representative
C190842,Citizens for Owen,Candidate,Active,Bill,,Owen,11/3/2020,State Representative
C190843,19 Ward Democratic Association,Political Action,Active,,,,,
C190844,HDR Inc. Political Action Committee - Missouri,Political Action,Active,,,,,
C190845,Maggie Nurrenbern for Missouri,Candidate,Active,"Margaret ""Maggie""",,Nurrenbern,8/4/2020,State Representative
C190845,Maggie Nurrenbern for Missouri,Candidate,Active,"Margaret ""Maggie""",,Nurrenbern,11/3/2020,State Representative
C190846,Citizens for Schwadron,Candidate,Active,Adam,,Schwadron,8/4/2020,State Representative
C190846,Citizens for Schwadron,Candidate,Active,Adam,,Schwadron,11/3/2020,State Representative
C190847,Osmack for Missouri,Candidate,Terminated,Mark,,Osmack,8/4/2020,State Senator
C190848,Pitman For Missouri,Candidate,Active,Lee,A,Pitman,11/5/2019,State Representative
C190848,Pitman For Missouri,Candidate,Active,Lee,A,Pitman,8/4/2020,State Representative
C190848,Pitman For Missouri,Candidate,Active,Lee,A,Pitman,11/3/2020,State Representative
C190849,Hirth for Judge,Candidate,Active,Andy,,Hirth,8/4/2020,Circuit Judge
C190849,Hirth for Judge,Candidate,Active,Andy,,Hirth,11/3/2020,Circuit Judge
C190850,Rogers for Progress,Candidate,Terminated,Drew,W,Rogers,8/4/2020,State Representative
C190851,Kelli Dunaway for County Council,Candidate,Active,Kelli,,Dunaway,8/6/2019,County Council
C190851,Kelli Dunaway for County Council,Candidate,Active,Kelli,,Dunaway,8/4/2020,County Council
C190851,Kelli Dunaway for County Council,Candidate,Active,Kelli,,Dunaway,11/3/2020,County Council
C190852,Voters for Patty Lewis,Candidate,Active,Patricia,,Lewis,8/4/2020,State Representative
C190852,Voters for Patty Lewis,Candidate,Active,Patricia,,Lewis,11/3/2020,State Representative
C190853,TranSystems Corporation Missouri PAC - Federal,Political Action,Active,,,,,
C190854,Committee to Support Macon County Nursing Home District-Loch Haven,Political Action,Terminated,,,,,
C190855,SOCO Red PAC,Political Action,Active,,,,,
C190856,St. Louis Building Trades PAC,Political Action,Active,,,,,
C190857,Tammy Harty for 33 District MO Senate,Candidate,Active,Tammy,,Harty,8/4/2020,State Senator
C190857,Tammy Harty for 33 District MO Senate,Candidate,Active,Tammy,,Harty,11/3/2020,State Senator
C190858,Hurlbert for Missouri,Candidate,Active,Joshua,E,Hurlbert,8/4/2020,State Representative
C190858,Hurlbert for Missouri,Candidate,Active,Joshua,E,Hurlbert,11/3/2020,State Representative
C190859,Boggs for Missouri,Candidate,Active,Mitchell,L,Boggs ,8/4/2020,State Representative
C190859,Boggs for Missouri,Candidate,Active,Mitchell,L,Boggs ,11/3/2020,State Representative
C190860,Clean and Accountable,Political Action,Active,,,,,
C190861,Citizens for Barry McCullough,Candidate,Active,Barry,,McCullough,8/4/2020,Associate Commissioner
C190862,Missouri Citizen Voters,Campaign,Terminated,,,,,
C190863,Friends of Terry Thompson,Candidate,Active,Terry,,Thompson,8/4/2020,State Representative
C190863,Friends of Terry Thompson,Candidate,Active,Terry,,Thompson,11/3/2020,State Representative
C190864,Citizens for Lisa Kalp,Candidate,Terminated,Lisa,,Kalp,11/5/2019,State Representative
C190865,"Merck & Co., Inc. Employees Missouri PAC Federal Committee",Political Action,Active,,,,,
C190866,Committee to Protect the Rights of Victims of Rape & Incest,Campaign,Terminated,,,,,
C190867,Citizens for Amy Poelker,Candidate,Terminated,Amy,,Poelker,8/6/2019,County Council
C190868,Citizens to Elect Tracy Baldwin,Candidate,Active,Tracy,,Baldwin,8/4/2020,Assessor
C190868,Citizens to Elect Tracy Baldwin,Candidate,Active,Tracy,,Baldwin,11/3/2020,Assessor
C190869,Vote 2020,Campaign,Active,,,,,
C190870,Cupps for House,Candidate,Active,Scott,,Cupps,11/5/2019,State Representative
C190870,Cupps for House,Candidate,Active,Scott,,Cupps,8/4/2020,State Representative
C190870,Cupps for House,Candidate,Active,Scott,,Cupps,11/3/2020,State Representative
C190871,DougPac,Political Action,Active,Doug,,Beck,,
C190872,Darryl Gray for Missouri,Candidate,Active,Darryl,,Gray,8/4/2020,State Representative
C190873,Alex Riley for State Representative ,Candidate,Active,Alex,,Riley,8/4/2020,State Representative
C190873,Alex Riley for State Representative ,Candidate,Active,Alex,,Riley,11/3/2020,State Representative
C190874,Missourians for Tina Goodrick,Candidate,Terminated,Tina ,,Goodrick,8/4/2020,State Representative
C190875,True North PAC,Political Action,Active,,,,,
C190877,Friends of Wally Long,Candidate,Terminated,Wally,,Long,8/4/2020,State Representative
C190878,JW Leadership Fund,Political Action,Active,,,,,
C190879,Citizens for Vernon Betts,Candidate,Active,Vernon,,Betts,8/4/2020,Sheriff
C190879,Citizens for Vernon Betts,Candidate,Active,Vernon,,Betts,11/3/2020,Sheriff
C190880,Jeffco Vision PAC,Political Action,Active,Dan,,Shaul,,
C190881,MoCannTrade PAC,Political Action,Active,,,,,
C190882,Chris Brown for Missouri House,Candidate,Active,Chris,,Brown,8/4/2020,State Representative
C190882,Chris Brown for Missouri House,Candidate,Active,Chris,,Brown,11/3/2020,State Representative
C190883,The Committee to Elect James Shackelford,Candidate,Active,James,,Shackelford,8/4/2020,State Representative
C190883,The Committee to Elect James Shackelford,Candidate,Active,James,,Shackelford,11/3/2020,State Representative
C190884,St. Louis Progress,Political Action,Active,,,,,
C190885,Friends of Kari L Chesney,Candidate,Active,Kari,L,Chesney,8/4/2020,State Representative
C190885,Friends of Kari L Chesney,Candidate,Active,Kari,L,Chesney,11/3/2020,State Representative
C190886,Kohlberg for District 1,Candidate,Terminated,Mitchell,,Kohlberg,8/4/2020,State Senator
C190887,Citizens for Megan Thompson,Candidate,Active,Megan,,Thompson,8/4/2020,Associate Commissioner
C190887,Citizens for Megan Thompson,Candidate,Active,Megan,,Thompson,11/3/2020,Associate Commissioner
C190888,Richard Orr for Missouri Senate District 23,Candidate,Active,Richard,,Orr,8/4/2020,State Senator
C190888,Richard Orr for Missouri Senate District 23,Candidate,Active,Richard,,Orr,11/3/2020,State Senator
C190889,Friends of SJSD,Political Action,Active,,,,,
C190890,North Missouri Leadership PAC,Political Action,Active,,,,,
C190891,Ozark Gateway Leadership PAC,Political Action,Active,,,,,
C190892,Cerner PAC MO – Federal Committee,Political Action,Active,,,,,
C190893,KC Neighbors for Progress,Political Action,Active,,,,,
C190894,Committee to Elect Rita Heard Days,Candidate,Active,Rita,Heard,Days,8/6/2019,County Council
C190895,BOLD PAC,Political Action,Active,,,,,
